target,f1,f2,f3,f4,f5,f6,f7,f8,f9
2.95,14.75,0,84.95,0,500,85.55,301500,10,35
60.77,303.85,196,0,0.15,420.15,500,288000,5,25
58.9,294.5,197.65,0,0.15,415.15,500,369000,5,25
32.54,162.7,142.75,0,0.05,375.85,500,157500,10,35
29.92,149.6,35.45,2.15,0.05,486.55,499.95,324000,5,5
47.45,237.25,178.2,0,0.1,399.8,500,216000,5,15
2.74,13.7,21.6,0,0,267.8,500,148500,10,35
59.62,298.1,164.7,0,0.15,437.65,500,315000,5,25
3.56,17.8,28.8,0,0,262.85,500,72000,5,20
32.15,160.75,46.45,0,0.05,480.35,500,382500,5,10
4.54,22.7,0,133,0,500,84.1,396000,5,25
58.46,292.3,173.5,0,0.15,429.95,500,189000,5,20
56.2,281,102.05,0,0.15,469.95,500,184500,5,5
3.56,17.8,0,86.05,0,500,101.3,351000,10,30
10.62,53.1,0,108,0,500,220.6,238500,10,30
3.42,17.1,0,67.15,0,500,123.4,184500,10,30
96.77,483.85,183.4,0,0.2,467.55,500,193500,5,15
21.1,105.5,30.6,87.65,0.05,480.2,384.6,220500,5,10
49.07,245.35,85.3,0,0.1,472.25,500,346500,5,10
60.77,303.85,170.3,0,0.15,436.15,500,27000,5,15
4.64,23.2,21.8,0,0,364.4,500,103500,5,5
47.38,236.9,271.8,0,0.1,328.55,500,153000,5,10
2.99,14.95,0,60.85,0,500,119.3,288000,10,35
4.68,23.4,23.75,0,0,350.9,500,9000,5,20
5.44,27.2,0,111.05,0,500,118.95,342000,5,15
3.96,19.8,29.35,0,0,279.65,500,40500,5,20
3.31,16.55,11.15,0.9,0,414.65,499.25,94500,5,5
2.99,14.95,17.1,0,0,329.1,500,144000,5,5
3.1,15.5,25.9,0,0,256.75,500,54000,5,25
54.83,274.15,135.55,0,0.15,448.2,500,333000,5,5
101.02,505.1,215.3,0,0.25,459.95,500,310500,5,10
3.31,16.55,17.8,0,0,340.45,500,18000,5,5
109.87,549.35,227.15,0,0.25,462.05,500,279000,5,5
65.99,329.95,128.9,0,0.15,465.7,500,342000,5,15
3.82,19.1,27,0,0,288.75,500,9000,10,30
123.05,615.25,275.95,0,0.3,456.2,500,337500,5,20
2.84,14.2,24.1,0,0,253.8,500,67500,5,10
4.57,22.85,0,117.35,0,500,95.55,238500,10,35
3.31,16.55,0,87.65,0,500,92.75,279000,5,15
2.92,14.6,0,23.95,0,500,260.25,31500,10,35
48.74,243.7,82.8,0,0.1,473.4,500,270000,5,15
54.86,274.3,136.45,0,0.15,447.65,500,310500,5,25
3.2,16,11.35,0.55,0,407.8,499.7,135000,5,15
73.44,367.2,208.8,0,0.15,434.65,500,265500,5,20
53.96,269.8,81.2,0,0.1,478.8,500,297000,5,20
4.43,22.15,30.95,0,0,291,500,405000,10,30
2.88,14.4,24.65,0,0,252.2,500,40500,5,15
3.46,17.3,0,86.95,0,500,97.55,355500,10,30
55.76,278.8,72.9,0,0.15,483.75,500,369000,5,5
5.94,29.7,0,106.55,0,500,134.25,220500,5,5
2.7,13.5,25.4,0,0,234.65,500,27000,5,10
4.46,22.3,0,98.45,0,500,110.45,162000,10,35
76.14,380.7,153,0,0.15,463.95,500,288000,5,10
36,180,154.45,0,0.1,379.45,500,157500,10,30
69.12,345.6,239.2,0,0.15,411.15,500,292500,5,15
84.38,421.9,188.1,0,0.2,456.65,500,279000,5,20
100.08,500.4,221.95,0,0.25,457.05,500,198000,5,15
48.42,242.1,200.9,0,0.1,384.75,500,157500,5,20
3.31,16.55,19.25,0,0,325.95,500,72000,5,5
73.62,368.1,40.85,6.3,0.15,496.95,499.95,351000,5,15
78.55,392.75,91.6,0,0.2,486.95,500,247500,5,5
3.96,19.8,0,132.5,0,500,73.9,396000,5,15
29.12,145.6,23.4,6.1,0.05,493.65,499.55,324000,5,25
4.61,23.05,26.1,0,0,331,500,13500,5,10
2.74,13.7,0,56.5,0,500,117.8,369000,5,10
2.88,14.4,25.2,0,0,248.05,500,414000,5,20
43.67,218.35,125.8,0,0.1,433.25,500,243000,5,25
51.77,258.85,127.45,0,0.1,448.55,500,261000,5,20
45.86,229.3,84.6,0,0.1,469.1,500,292500,5,15
60.23,301.15,174.6,0,0.15,432.55,500,193500,5,10
3.42,17.1,32.4,0,0,233.4,500,13500,5,25
2.81,14.05,26.8,0,0,232.15,500,40500,5,5
3.46,17.3,38.7,0,0,204.05,500,405000,5,20
3.1,15.5,16.2,0,0,345.65,500,112500,5,5
4.68,23.4,0,113.2,0,500,101.2,189000,10,35
68.76,343.8,194.75,0,0.15,435.05,500,256500,5,15
2.66,13.3,0,58.15,0,500,111.5,252000,5,10
3.13,15.65,31.3,0,0,223.6,500,40500,5,5
51.37,256.85,258.1,0,0.1,352.7,500,207000,5,15
56.12,280.6,153.55,0,0.15,438.6,500,297000,5,25
2.74,13.7,25.55,0,0,236.3,500,9000,10,35
75.56,377.8,151,0,0.15,464.3,500,180000,5,10
2.59,12.95,21.25,0,0,260.2,500,63000,5,15
3.78,18.9,0,20.15,0,500,342.05,405000,5,25
41.98,209.9,151.2,0,0.1,405.7,500,418500,5,15
3.31,16.55,21.05,0,0,309.05,500,36000,5,15
65.59,327.95,152.45,0,0.15,453.4,500,207000,5,25
71.46,357.3,155.15,0,0.15,458.65,500,306000,5,10
65.27,326.35,192.4,0,0.15,430.7,500,297000,5,15
51.88,259.4,108.55,0,0.1,461.25,500,342000,5,20
103.25,516.25,248.2,0,0.25,450.65,500,193500,5,5
2.99,14.95,15.1,0,0,351.8,500,418500,10,30
4.57,22.85,25.75,0,0,331.85,500,148500,10,35
3.67,18.35,17.8,0,0,358.9,500,409500,5,10
52.27,261.35,124.75,0,0.1,451.25,500,162000,5,25
3.82,19.1,30.05,0,0,268.2,500,67500,10,30
109.87,549.35,193.15,0,0.25,471.7,500,369000,5,20
4.1,20.5,18,0,0,375.7,500,130500,5,10
2.84,14.2,0,101.5,0,500,69.3,301500,5,15
87.05,435.25,183.25,0,0.2,460.8,500,261000,5,25
6.59,32.95,12.6,0,0,467,500,144000,5,25
2.63,13.15,21.6,0,0,260,500,427500,5,20
3.13,15.65,18,0,0,328.05,500,117000,10,35
4.64,23.2,24.5,0,0,343.8,500,405000,5,10
4.64,23.2,21.4,0,0,367.5,500,117000,5,10
46.94,234.7,66.95,0,0.1,480.8,500,306000,5,20
4.46,22.3,25,0,0,332.85,500,409500,10,35
119.59,597.95,263.15,0,0.25,457.65,500,310500,5,15
3.85,19.25,21.05,0,0,337.45,500,18000,5,10
3.85,19.25,0,92.35,0,500,102.05,387000,10,30
58.9,294.5,136.45,0,0.15,453.65,500,193500,5,5
2.95,14.75,0,85.15,0,500,85.35,256500,10,35
28.04,140.2,127.45,0,0.05,370,500,148500,5,20
2.88,14.4,21.05,0,0,282.3,500,418500,10,35
3.53,17.65,0,84.6,0,500,102.1,315000,10,35
33.05,165.25,41.95,0,0.1,484.65,500,166500,10,30
2.7,13.5,23.95,0,0,245.5,500,121500,5,5
3.06,15.3,10.45,0.55,0,412.9,499.7,54000,5,5
3.53,17.65,29.9,0,0,254.15,500,99000,10,30
2.99,14.95,0,86.95,0,500,84.75,274500,10,35
4.18,20.9,12.95,2,0,425,497.75,135000,5,20
3.82,19.1,15.1,0.35,0,392.25,499.9,67500,5,15
4.93,24.65,0,67.85,0,500,170.75,220500,5,20
66.49,332.45,179.3,0,0.15,440.1,500,274500,5,10
3.1,15.5,26.3,0,0,253.85,500,423000,5,25
2.84,14.2,25,0,0,246.95,500,0,5,5
2.95,14.75,21.8,0,0,280.2,500,153000,10,35
5.65,28.25,25,0,0,374.45,500,139500,5,5
74.34,371.7,35.3,3.25,0.15,497.75,500,387000,10,30
61.06,305.3,180,0,0.15,430.7,500,216000,5,5
124.45,622.25,320.2,0,0.3,444.6,500,243000,5,10
44.57,222.85,47.35,0,0.1,489.1,500,351000,5,5
4.64,23.2,22.85,0,0,356.25,500,81000,5,5
62.35,311.75,118.6,0,0.15,467.3,500,252000,5,25
2.7,13.5,24.3,0,0,242.8,500,22500,5,20
107.14,535.7,225.35,0,0.25,460.9,500,189000,5,5
3.6,18,12.4,1.45,0,411.75,498.4,117000,5,5
3.06,15.3,27,0,0,246.5,500,409500,5,10
7.81,39.05,0,126.7,0,500,147.25,229500,5,5
2.66,13.3,22.5,0,0,254.45,500,135000,10,35
33.16,165.8,6.5,8.3,0.1,499.6,499.35,175500,10,35
46.33,231.65,134.1,0,0.1,432.7,500,216000,5,25
26.89,134.45,33.1,25.75,0.05,485.5,491.05,238500,10,30
42.88,214.4,5.4,3.95,0.1,499.85,499.9,360000,5,15
3.17,15.85,15.65,0,0,355.8,500,13500,10,30
4.25,21.25,0,129.25,0,500,81.1,396000,5,5
3.89,19.45,17.8,0,0,368.85,500,409500,5,10
6.84,34.2,20.35,0,0,429.7,500,144000,10,30
3.24,16.2,27.9,0,0,251.05,500,135000,10,30
72.18,360.9,225.35,0,0.15,424.1,500,202500,5,25
3.78,18.9,19.25,0,0,350.3,500,409500,5,5
55.69,278.45,224.3,0,0.15,389.4,500,216000,5,20
2.7,13.5,26.3,0,0,228.35,500,108000,5,15
2.88,14.4,18,0,0,312.35,500,148500,10,30
2.92,14.6,28.25,0,0,229.55,500,139500,10,30
53.82,269.1,138.95,0,0.1,444.25,500,288000,5,10
89.57,447.85,163.45,0,0.2,469.7,500,175500,5,20
3.71,18.55,0,110.7,0,500,82.65,396000,5,5
2.81,14.05,18.2,0,0,305.55,500,117000,10,30
37.48,187.4,25,0,0.1,495.6,500,364500,5,10
55.51,277.55,103.3,0,0.15,468.6,500,346500,5,20
3.74,18.7,16.9,0,0,370.95,500,423000,10,35
3.06,15.3,0,63.2,0,500,117.65,342000,10,30
2.99,14.95,9.2,2.15,0,425.85,494.9,99000,5,25
37.44,187.2,104.95,0,0.1,436.15,500,333000,5,20
45.29,226.45,107.65,0,0.1,451.55,500,333000,5,15
68.9,344.5,112.7,0,0.15,475.2,500,243000,10,30
55.84,279.2,156.25,0,0.15,436.3,500,198000,5,5
3.6,18,20,0,0,334.5,500,130500,5,5
4.43,22.15,24.65,0,0,334.2,500,13500,5,5
3.31,16.55,12.25,0,0,401.9,500,130500,10,30
3.06,15.3,23.4,0,0,273.6,500,40500,10,35
6.05,30.25,25.2,0,0,384.15,500,144000,5,25
3.85,19.25,0,59.6,0,500,153.7,220500,10,30
3.64,18.2,24.65,0,0,297,500,418500,5,10
99.72,498.6,251.45,0,0.25,446.45,500,279000,5,20
76.64,383.2,128.15,0,0.2,474.2,500,175500,5,5
3.28,16.4,0,68.2,0,500,116.9,220500,10,35
68.36,341.8,179.1,0,0.15,442.9,500,166500,5,10
61.13,305.65,102.25,0,0.15,474.15,500,261000,5,15
53.24,266.2,74.15,0,0.1,481.65,500,274500,5,25
4.86,24.3,0,104.6,0,500,113.15,274500,10,30
4.75,23.75,30.95,0,0,304.4,500,405000,5,5
2.77,13.85,27.9,0,0,222.3,500,409500,10,35
3.49,17.45,0,83.35,0,500,102.45,193500,10,30
5.26,26.3,0,107.3,0,500,119.05,252000,10,30
2.74,13.7,19.25,0,0,289.9,500,94500,10,35
71.14,355.7,140.4,0,0.15,465.1,500,252000,5,20
2.92,14.6,22.15,0,0,275.15,500,81000,5,20
51.3,256.5,143.1,0,0.1,436.65,500,175500,5,25
112.61,563.05,250.2,0,0.25,456.9,500,355500,5,25
108.14,540.7,183.4,0,0.25,473.5,500,283500,5,20
3.02,15.1,0,59.2,0,500,123.6,324000,5,15
54.76,273.8,183.95,0,0.15,415.05,500,243000,5,25
2.52,12.6,24.1,0,0,231.65,500,144000,10,35
29.81,149.05,108.9,0,0.05,403.7,500,13500,5,20
3.02,15.1,10.45,0.7,0,411.15,499.45,58500,10,35
2.81,14.05,21.95,0,0,269.55,500,99000,10,35
54.94,274.7,140.4,0,0.15,445.2,500,288000,5,25
2.92,14.6,29.7,0,0,220.6,500,67500,5,25
3.6,18,0,127.25,0,500,70.05,243000,10,35
2.95,14.75,23.2,0,0,268.25,500,63000,5,5
36.4,182,7.55,5.6,0.1,499.55,499.75,360000,5,5
4.25,21.25,19.25,0,0,370.55,500,405000,5,5
2.48,12.4,21.05,0,0,253.8,500,0,5,25
3.1,15.5,0,81,0,500,93.95,283500,5,25
3.2,16,0,84.25,0,500,93.3,225000,10,35
31.25,156.25,18.55,9.9,0.05,496.5,499,324000,5,10
55.48,277.4,120.25,0,0.15,458.75,500,256500,5,20
4.39,21.95,0,121.3,0,500,89.05,360000,10,30
3.24,16.2,21.4,0,0,301.8,500,121500,5,20
2.81,14.05,21.4,0,0,274.4,500,90000,10,30
3.64,18.2,31.5,0,0,250.15,500,13500,5,15
2.52,12.6,24.85,0,0,226.1,500,112500,5,15
65.92,329.6,110,0,0.15,474.3,500,256500,5,5
4.1,20.5,28.8,0,0,289.95,500,405000,5,15
3.35,16.75,21.6,0,0,306.4,500,117000,5,5
78.66,393.3,154.45,23.75,0.2,465.4,499.1,238500,5,20
3.02,15.1,19.1,0,0,310.1,500,94500,5,25
116.24,581.2,329.75,0,0.25,434.9,500,211500,5,5
105.05,525.25,160.9,0,0.25,478.05,500,274500,5,20
3.02,15.1,20.35,0,0,297.95,500,40500,10,35
4.64,23.2,20.5,0,0,374.7,500,427500,5,5
4.86,24.3,33.1,0,0,295.9,500,112500,5,25
24.62,123.1,75.05,0,0.05,426.9,500,139500,5,15
63.25,316.25,114.5,0,0.15,470.15,500,261000,5,15
116.06,580.3,269.3,0,0.25,453.55,500,175500,5,15
3.82,19.1,0,86.6,0,500,107.7,274500,10,30
66.53,332.65,103.85,0,0.15,477.3,500,274500,5,5
3.38,16.9,20.7,0,0,316.2,500,27000,5,5
2.99,14.95,0,23.4,0,500,269.2,45000,5,20
4.21,21.05,0,134.45,0,500,77.35,373500,10,30
3.35,16.75,23.2,0,0,292.7,500,418500,5,20
40.64,203.2,32.2,0.2,0.1,493.85,500,283500,5,15
3.64,18.2,27.2,0,0,278.05,500,135000,5,5
70.42,352.1,157.3,0,0.15,456.5,500,189000,5,15
85.97,429.85,202.7,0,0.2,452.25,500,243000,5,20
3.89,19.45,24.65,0,0,309.7,500,418500,5,10
4.72,23.6,23.4,0,0,355.05,500,135000,5,5
4.18,20.9,17.1,0.55,0,387,499.85,81000,5,25
68.8,344,131.95,0,0.15,466.85,500,373500,5,15
6.34,31.7,35.3,0,0,334.05,500,144000,5,25
4.25,21.25,23.75,0,0,333.4,500,112500,10,35
2.74,13.7,27.35,0,0,223.95,500,121500,5,5
36.47,182.35,84.6,7,0.1,453.55,499.65,328500,5,5
3.2,16,25,0,0,269.55,500,99000,5,15
2.77,13.85,27.35,0,0,225.9,500,31500,5,5
4.82,24.1,0,122.95,0,500,96.2,342000,10,35
3.49,17.45,0,89.45,0,500,95.75,378000,10,35
21.53,107.65,0,70.4,0.05,500,418.45,198000,10,35
2.59,12.95,20.5,0,0,267.05,500,58500,5,15
3.31,16.55,0,89.8,0,500,90.6,364500,5,25
27.07,135.35,135.7,0,0.05,353.1,500,148500,5,5
34.63,173.15,2,18,0.1,499.95,497.3,351000,5,25
113.29,566.45,253.8,0,0.25,456.3,500,162000,5,25
3.42,17.1,24.85,0,0,283.45,500,418500,5,25
56.84,284.2,89.65,0,0.15,476.85,500,180000,5,20
39.13,195.65,65,0,0.1,474.5,500,207000,5,5
87.52,437.6,210.4,0,0.2,450.6,500,288000,5,15
2.92,14.6,23.6,0,0,263.05,500,130500,5,10
34.09,170.45,24.1,2.9,0.1,495.1,499.95,198000,5,25
2.74,13.7,25.55,0,0,236.3,500,31500,10,35
35.82,179.1,142,0,0.1,391.8,500,148500,5,10
3.2,16,27,0,0,254.9,500,423000,5,15
4.43,22.15,0,84.6,0,500,126.65,355500,5,5
7.13,35.65,0,120.4,0,500,141.95,382500,5,20
2.59,12.95,23.75,0,0,239.35,500,112500,5,10
49.9,249.5,70.75,0,0.1,481.05,500,265500,5,10
41.87,209.35,75.8,0,0.1,470.15,500,297000,10,30
3.17,15.85,23.75,0,0,277.55,500,427500,10,35
7.99,39.95,23.4,0.2,0,431.45,500,144000,5,20
52.2,261,128.35,0,0.1,448.7,500,247500,10,35
47.45,237.25,142.55,0,0.1,428.6,500,202500,5,15
4.25,21.25,0,109.1,0,500,95.6,351000,10,35
96.41,482.05,147.4,0,0.2,478.15,500,171000,5,10
2.59,12.95,0,27.2,0,500,214.95,216000,5,20
2.95,14.75,17.65,0,0,320.65,500,126000,5,5
59.47,297.35,141.3,0,0.15,451.6,500,279000,5,10
2.88,14.4,0,54.35,0,500,128.05,256500,10,35
4.5,22.5,34.4,0,0,273.7,500,22500,5,10
53.57,267.85,129.8,0,0.1,449.95,500,279000,5,20
119.99,599.95,194.95,0,0.3,475.5,500,301500,5,20
2.99,14.95,0,83.15,0,500,88.5,292500,10,35
2.56,12.8,20.5,0,0,264.8,500,45000,5,10
5.76,28.8,34.4,0,0,320.95,500,144000,5,10
3.89,19.45,0,92,0,500,103.4,342000,5,20
60.59,302.95,74.9,0,0.15,485.4,500,166500,5,15
3.06,15.3,0,87.1,0,500,86.5,369000,10,30
52.31,261.55,86.05,0,0.1,474.95,500,355500,5,20
3.1,15.5,0,84.95,0,500,89.75,382500,10,30
3.78,18.9,17.45,0,0,367.35,500,36000,10,35
3.02,15.1,20.9,0,0,292.8,500,4500,5,10
43.06,215.3,116.45,0,0.1,439.8,500,346500,5,15
138.2,691,317,0,0.3,454.45,500,337500,5,5
2.77,13.85,19.6,0,0,288.55,500,67500,10,35
127.73,638.65,319.3,0,0.3,447.2,500,351000,5,10
5.22,26.1,0,135.55,0,500,94.55,373500,5,15
37.4,187,86.75,0,0.1,453.55,500,333000,5,20
4.57,22.85,0,120.95,0,500,92.8,391500,5,10
51.8,259,19.8,8.65,0.1,498.55,499.7,189000,10,30
2.81,14.05,29.35,0,0,215.9,500,94500,10,30
94.93,474.65,221.75,0,0.2,453,500,252000,5,25
3.85,19.25,13.3,1.6,0,411.35,498.3,67500,5,25
3.64,18.2,20.35,0,0,333.3,500,126000,5,20
4.86,24.3,0,45,0,500,237.55,333000,10,30
46.98,234.9,56.15,0.9,0.1,486.3,500,243000,5,5
2.84,14.2,0,57.8,0,500,119.3,301500,10,35
124.74,623.7,354.25,0,0.3,434.75,500,216000,5,10
57.89,289.45,195.65,0,0.15,414.25,500,211500,10,30
28.69,143.45,22.3,30.25,0.05,494.05,489.25,378000,5,25
3.74,18.7,26.65,0,0,287.2,500,45000,5,5
5.11,25.55,0,74,0,500,163.2,333000,5,25
5.72,28.6,46.6,0,0,261.55,500,153000,10,35
2.77,13.85,21.4,0,0,271.65,500,414000,5,10
3.85,19.25,13.5,1.8,0,409.35,497.85,405000,5,20
57.1,285.5,120.4,0,0.15,460.7,500,283500,5,10
48.46,242.3,68.95,0,0.1,480.9,500,360000,5,10
59.15,295.75,89.65,0,0.15,478.5,500,310500,5,5
2.88,14.4,26.8,0,0,236.65,500,121500,5,10
5.58,27.9,16.55,26.8,0,430.05,360.6,220500,10,35
111.67,558.35,317,0,0.25,434.8,500,184500,5,20
3.06,15.3,0,84.05,0,500,89.55,229500,10,30
50.08,250.4,143.1,0,0.1,434.1,500,252000,5,25
4.18,20.9,0,127.8,0,500,80.7,234000,10,35
61.63,308.15,224.8,0,0.15,403.95,500,265500,5,20
3.56,17.8,21.4,0,0,319.75,500,414000,5,20
3.13,15.65,22.15,0,0,288.5,500,72000,5,15
3.71,18.55,24.3,0,0,303.4,500,117000,5,10
4.28,21.4,34.4,0,0,264.1,500,414000,5,20
61.02,305.1,159.65,0,0.15,443,500,265500,5,10
3.53,17.65,14.05,0.2,0,391.2,499.95,81000,5,5
2.99,14.95,0,56.5,0,500,127.9,261000,10,35
3.31,16.55,24.85,0,0,277.15,500,418500,10,35
2.56,12.8,22.3,0,0,248.9,500,49500,10,35
3.24,16.2,16.4,0,0,351.4,500,94500,10,35
5,25,22.7,0,0,370.15,500,409500,5,20
2.84,14.2,0,86.6,0,500,80.9,270000,10,30
2.63,13.15,24.65,0,0,235.35,500,27000,5,5
5.18,25.9,0,29,0,500,333.05,207000,10,30
7.96,39.8,0,127.6,0,500,148.9,225000,5,15
41.22,206.1,80.45,0,0.1,465.75,500,175500,10,30
3.24,16.2,28.45,0,0,247.4,500,112500,10,30
3.49,17.45,0,25,0,500,286.2,328500,10,35
4.21,21.05,0,94.5,0,500,108.7,315000,5,10
3.35,16.75,0,87.1,0,500,94.4,382500,10,35
2.52,12.6,23.4,0,0,237.05,500,13500,5,15
73.19,365.95,301.5,0,0.15,385.9,500,153000,5,15
4.86,24.3,0,133.9,0,500,89.3,225000,5,15
4.72,23.6,0,82.8,0,500,137.05,234000,5,15
4.07,20.35,0,104.05,0,500,95.95,247500,10,30
54.29,271.45,120.95,0,0.1,456.7,500,297000,5,15
4.07,20.35,0,136.25,0,500,73.85,346500,5,25
3.13,15.65,30.25,0,0,229.75,500,130500,10,30
61.6,308,120.05,0,0.15,465.85,500,364500,5,20
76.54,382.7,227.7,0,0.2,429.7,500,171000,5,10
3.1,15.5,0,25.55,0,500,259.35,211500,10,35
71.32,356.6,171.7,0,0.15,450.5,500,342000,5,20
3.46,17.3,29,0,0,256.15,500,85500,5,20
4.14,20.7,19.8,0,0,361.3,500,22500,10,30
45.29,226.45,65.15,0,0.1,480.5,500,252000,10,30
38.45,192.25,29.35,0,0.1,494.25,500,342000,5,5
118.91,594.55,192.6,0,0.25,475.65,500,274500,5,15
4.07,20.35,24.1,0,0,322.6,500,117000,5,25
3.02,15.1,16.4,0,0,338.65,500,76500,5,15
4,20,0,81.55,0,500,119.1,364500,10,35
74.41,372.05,193.7,0,0.15,443.5,500,301500,5,25
4.64,23.2,18.7,0,0,389.3,500,414000,5,10
57.38,286.9,120.05,0,0.15,461.25,500,279000,5,20
131.65,658.25,338.75,0,0.3,444.6,500,211500,5,10
95.11,475.55,149.05,0,0.2,477.1,500,288000,5,15
3.2,16,0,84.05,0,500,93.5,252000,10,35
2.81,14.05,22.7,0,0,263.15,500,418500,10,30
62.71,313.55,120.25,0,0.15,466.85,500,283500,5,5
58.28,291.4,106.4,0,0.15,469.65,500,360000,5,25
3.28,16.4,0,83.15,0,500,96.75,229500,10,35
42.84,214.2,69.5,0,0.1,475.6,500,270000,5,10
4,20,10.25,1.6,0,444.95,498.4,4500,5,15
2.88,14.4,0,84.25,0,500,84.25,193500,5,25
4.82,24.1,44.3,0,0,238.95,500,409500,5,15
3.56,17.8,20.9,0,0,324.2,500,27000,5,10
33.34,166.7,11.35,26.3,0.1,498.85,493.9,283500,5,20
41.62,208.1,83.9,0,0.1,463.75,500,184500,5,10
2.74,13.7,0,87.3,0,500,77.5,270000,5,15
25.78,128.9,45.9,0,0.05,471.05,500,207000,10,30
2.81,14.05,20.5,0,0,282.65,500,108000,5,5
124.49,622.45,258.65,0,0.3,461.7,500,162000,5,20
2.88,14.4,29,0,0,222.35,500,90000,5,5
33.59,167.95,42.65,30.6,0.1,484.6,491.9,238500,5,10
68.87,344.35,215.3,0,0.15,423.95,500,243000,5,5
36.86,184.3,88,23.95,0.1,451.2,495.85,238500,5,25
93.78,468.9,108.55,1.25,0.2,487.1,500,175500,10,30
48.13,240.65,168.65,6.5,0.1,409.45,499.8,216000,5,5
3.82,19.1,22.85,0,0,320.65,500,414000,5,20
136.15,680.75,256.85,0,0.3,467.8,500,175500,5,5
4.61,23.05,21.05,0,0,369.2,500,54000,5,20
4.43,22.15,0,122.2,0,500,89.2,369000,5,15
4.82,24.1,0,103.3,0,500,113.6,373500,10,30
3.92,19.6,23.95,0,0,316.65,500,13500,5,20
3.1,15.5,0,75.4,0,500,100.7,256500,10,35
4.21,21.05,0,128,0,500,81.15,351000,10,30
57.06,285.3,160.75,0,0.15,435.6,500,301500,5,20
98.75,493.75,231.5,0,0.25,452.7,500,315000,5,20
97.06,485.3,240.3,0,0.2,448.1,500,184500,5,10
3.82,19.1,17.8,0,0,365.8,500,94500,5,5
2.84,14.2,18.55,0,0,303.9,500,130500,5,5
3.6,18,23.05,0,0,307.75,500,130500,10,30
3.85,19.25,14.75,1.25,0,396.9,498.95,40500,5,15
2.7,13.5,0,55.45,0,500,118.3,220500,10,30
89.5,447.5,216.7,0,0.2,450,500,333000,5,20
3.64,18.2,20,0,0,336.5,500,54000,5,10
2.7,13.5,0,88,0,500,75.8,306000,5,15
4.64,23.2,0,81.9,0,500,136.25,396000,5,5
3.28,16.4,13.85,0,0,382,500,112500,5,25
3.96,19.8,0,27.55,0,500,291.8,333000,10,35
4.28,21.4,22.3,0,0,346.2,500,112500,5,25
2.59,12.95,23.4,0,0,242.1,500,121500,5,20
4.68,23.4,23.2,0,0,355.05,500,45000,10,35
3.53,17.65,0,22.15,0,500,311.6,418500,5,5
84.74,423.7,61.4,0,0.2,494.85,500,351000,5,5
18.22,91.1,2.15,76.15,0.05,499.85,383.65,378000,5,10
4.68,23.4,28.45,0,0,317.6,500,130500,5,10
54,270,150.85,0,0.1,436.5,500,166500,5,25
2.81,14.05,22.5,0,0,264.85,500,94500,5,20
42.77,213.85,89.3,0,0.1,461.4,500,373500,5,20
67.25,336.25,175.3,0,0.15,443.35,500,346500,5,20
3.06,15.3,28.25,0,0,238.1,500,4500,5,15
3.96,19.8,0,86.4,0,500,111.7,247500,10,35
3.06,15.3,25.9,0,0,254.3,500,81000,5,10
4.97,24.85,20.9,0,0,382.65,500,409500,5,10
27.32,136.6,0,51.5,0.05,500,467.85,297000,10,35
36.9,184.5,141.1,0,0.1,397.15,500,409500,5,5
3.17,15.85,20.15,0,0,309.15,500,36000,5,5
3.31,16.55,0,74.15,0,500,108.9,252000,10,30
29.09,145.45,121.85,0,0.05,383.3,500,22500,5,25
3.1,15.5,30.8,0,0,224.75,500,76500,5,10
62.24,311.2,215.8,0,0.15,410.9,500,189000,5,20
3.24,16.2,27.2,0,0,255.85,500,112500,5,20
3.02,15.1,10.6,0.9,0,409.25,499.1,130500,5,25
3.74,18.7,0,88.4,0,500,103.5,396000,5,25
4.07,20.35,0,33.5,0,500,259.6,333000,5,15
3.31,16.55,0,87.5,0,500,92.9,247500,10,35
2.99,14.95,20.35,0,0,296.05,500,67500,10,30
61.2,306,200.9,0,0.15,417.95,500,364500,5,10
60.52,302.6,178.4,0,0.15,430.7,500,306000,5,20
3.1,15.5,0,69.85,0,500,108.3,369000,10,35
3.49,17.45,17.65,0,0,351.55,500,423000,5,25
58.07,290.35,97.2,0,0.15,474.15,500,162000,5,15
2.88,14.4,23.4,0,0,262.05,500,76500,5,15
45.54,227.7,79.55,0,0.1,472,500,351000,5,20
4.75,23.75,0,54.55,0,500,199.6,328500,10,35
4.1,20.5,9.35,58.3,0,454.9,165.85,400500,5,10
46.01,230.05,97.9,0,0.1,460.05,500,193500,5,10
97.42,487.1,124.75,0,0.2,484.35,500,342000,5,25
5.22,26.1,27.9,0,0,341.6,500,4500,5,20
64.55,322.75,259.2,0,0.15,389.85,500,153000,5,20
91.94,459.7,149.2,0,0.2,475.6,500,171000,10,30
3.67,18.35,19.8,0,0,339.85,500,144000,5,25
3.42,17.1,0,72.2,0,500,115.25,337500,10,30
56.77,283.85,99,0,0.15,472.1,500,166500,5,20
3.56,17.8,21.4,0,0,319.75,500,81000,5,5
3.2,16,0,79.9,0,500,98.2,292500,10,35
69.44,347.2,146,0,0.15,460.9,500,310500,5,10
56.23,281.15,159.1,0,0.15,435.15,500,202500,5,25
72.07,360.35,114.1,0,0.15,476.7,500,256500,10,30
47.38,236.9,74.9,0,0.1,476.75,500,265500,10,35
82.26,411.3,212.95,0,0.2,444,500,40500,5,25
3.24,16.2,31.5,0,0,228.65,500,45000,5,5
3.64,18.2,0,133.4,0,500,67.6,360000,10,35
